155.138.132.50,80,250,100,1
20.113.137.1,8000,600,42,3
54.37.98.108,80,700,92,3
167.172.172.234,43153,1000,50,3
47.254.153.200,80,1300,86,3
65.21.141.242,10100,900,77,2.5
20.111.54.16,80,500,100,3
51.159.4.98,80,1000,91,3
20.43.56.37,8000,500,78,3
169.57.1.85,8123,366,100,2
20.68.122.191,8000,700,66,3
185.76.10.133,8081,600,99,3
185.76.10.133,8080,800,95,3
185.76.10.144,8080,800,98,3
89.188.221.47,80,700,99,3
185.150.130.103,808,800,94,2
164.92.75.10,80,600,82,1
165.154.226.12,80,800,98,1
